id_cliente,nombre,apellido,genero,fecha_nacimiento,provincia,segmento_cliente,estado_cliente
CLI003698,Andrea,Ureña Solano,Femenino,1978-06-23,Puntarenas,Premium,Activo
CLI003428,Marco,Garro Araya,Masculino,2000-06-30,Cartago,Básico,Activo
CLI001635,Natalia,Quesada Sánchez,Femenino,1962-02-15,Cartago,Básico,Activo
CLI005435,Rodrigo,Alvarado Cordero,Masculino,1963-09-24,San José,Estándar,Activo
CLI001177,Valeria,Campos Villalobos,Femenino,1998-10-09,Guanacaste,Premium,Inactivo
CLI001294,Lucía,Vargas Espinoza,Femenino,1993-07-17,Limón,Básico,Activo
CLI007076,Diego,Méndez Brenes,Masculino,1999-03-06,Limón,Premium,Activo
CLI007570,Ricardo,Rojas Rodríguez,Masculino,1985-12-14,Limón,Básico,Activo
CLI001007,Adriana,Castro Monge,Femenino,1984-12-23,guanacaste,Básico,Activo
CLI002161,Karla,Calderón Monge,Femenino,1999-03-14,San José,Básico,Activo
CLI004949,Marisol,Brenes Méndez,Femenino,2004-06-03,Limón,Básico,Activo
CLI005507,Sergio,Vargas Villalobos,Masculino,1971-09-26,Heredia,Premium,Activo
CLI002041,Catalina,Quesada Castro,Femenino,1984-06-14,Guanacaste,Premium,Inactivo
CLI002049,Marisol,Carmona Alvarado,Femenino,1973-04-16,ALAJUELA,Empresarial,Activo
CLI000520,José,Gómez Fonseca,Masculino,2000-06-03,Alajuela,Básico,Activo
CLI000846,Mauricio,Araya Zúñiga,Masculino,1986-01-21,Puntarenas,Premium,Activo
CLI004387,Silvia,Ramírez Campos,Femenino,2002-01-19,Puntarenas,Empresarial,Activo
CLI005227,Alejandra,Vargas Madrigal,Femenino,1984-01-16,Cartago,Empresarial,Activo
CLI007797,Tatiana,Vargas Espinoza,Femenino,1992-07-14,Puntarenas,Empresarial,Activo
CLI004855,Cristina,Espinoza Carmona,Femenino,1983-09-12,Cartago,Joven,Activo
CLI002405,Miguel,Espinoza Ramírez,Masculino,1986-04-25,Cartago,Básico,Inactivo
CLI002175,Javier,Cordero Navarro,Masculino,1983-05-23,Cartago,Básico,Activo
CLI002515,Óscar,Rojas Campos,Masculino,1976-01-12,Alajuela,Estándar,Activo
CLI003082,Iván,Ureña Castro,Masculino,1959-11-28,Alajuela,Joven,Activo
CLI000419,Mónica,Monge González,Femenino,2003-08-09,Heredia,Estándar,Activo
CLI005515,Carlos,Villalobos Solano,Masculino,1995-12-15,Guanacaste,Joven,Activo
CLI004683,Francisco,Alvarado Hernández,Masculino,1958-02-14,Guanacaste,Joven,Activo
CLI005880,Francisco,Ureña Jiménez,Masculino,1959-04-18,Guanacaste,Premium,Activo
CLI002472,Fabiola,Ramírez Carmona,Femenino,1963-09-10,Heredia,Joven,Activo
CLI004862,Andrea,Quesada Araya,Femenino,1986-09-20,Heredia,Empresarial,Activo
CLI001587,Melissa,Zúñiga Espinoza,Femenino,1981-12-18,Limón,Básico,Inactivo
CLI005708,Javier,Rojas Pérez,Masculino,1993-09-09,San José,Básico,Activo
CLI006195,Rebeca,Calderón Espinoza,Femenino,1958-05-13,Limón,Estándar,Activo
CLI006909,Valeria,Alvarado Espinoza,Femenino,2005-02-19,San José,Premium,Activo
CLI000733,Adriana,Carmona Cordero,Femenino,1972-10-20,Guanacaste,Joven,Activo
CLI001528,Andrés,Zúñiga Hernández,Masculino,1972-10-28,Heredia,Joven,Activo
CLI005231,Esteban,Jiménez Sánchez,Masculino,2005-03-21,Alajuela,Básico,Inactivo
CLI000427,Vanessa,Chacón Navarro,Femenino,1964-01-19,Limón,Básico,Inactivo
CLI001802,Diego,Méndez Castro,Masculino,1952-06-29,Cartago,Básico,Activo
CLI006079,Manuel,González Rodríguez,Masculino,1969-11-15,Cartago,Joven,Activo
CLI006033,Rebeca,Solano Hernández,Femenino,1995-06-15,Limón,Joven,Activo
CLI002227,Alejandra,Navarro Alvarado,Femenino,1957-09-27,San José,Estándar,Activo
CLI005786,Pablo,Pérez Mora,Masculino,1994-10-02,Hereda,Estándar,Activo
CLI000236,Catalina,Solano González,Femenino,1961-06-24,Heredia,Estándar,Activo
CLI001202,Cristina,Castro González,Femenino,1967-01-23,Guanacaste,Joven,Activo
CLI007661,Francisco,Hernández Sánchez,Masculino,1974-07-16,Limón,Joven,Activo
CLI004476,Valeria,Rodríguez Espinoza,Femenino,1999-05-06,Cartago,Empresarial,Activo
CLI007612,Marco,Chacón Monge,Masculino,1952-05-22,Heredia,Estándar,Activo
CLI002235,Sergio,Bolaños Rojas,Masculino,1970-09-09,Cartago,Premium,Activo
CLI007985,Mauricio,Calderón Navarro,Masculino,1960-06-24,San José,Empresarial,Inactivo
CLI001535,Carolina,Hernández Rodríguez,Femenino,1999-08-21,Puntarenas,Estándar,Inactivo
CLI004290,Daniela,Pérez Chacón,Femenino,2006-12-02,Cartago,Básico,Inactivo
CLI000473,Víctor,Pérez Alvarado,Masculino,2002-09-28,cartago,Joven,Inactivo
CLI007867,Marco,Madrigal Rodríguez,Masculino,1982-04-14, Limón,Premium,Activo
CLI007506,Kevin,Solano Salazar,Masculino,2001-01-09,Limón,Estándar,Activo
CLI006396,Karla,González Fonseca,Femenino,1969-12-13,Cartgago,Básico,Activo
CLI003398,Silvia,Fonseca Madrigal,Femenino,1994-03-30,Cartago,Empresarial,Activo
CLI000536,Andrea,Ramírez Rodríguez,Femenino,2005-08-25, Guanacaste,Estándar,Activo
CLI005068,Laura,Campos Araya,Femenino,1959-05-25,Puntarenas,Estándar,Activo
CLI001899,Daniela,Espinoza Rodríguez,Femenino,1957-02-28,Guanacaste,Joven,Activo
CLI005903,Iván,Brenes Méndez,Masculino,1984-02-25,Guanacaste,Básico,Activo
CLI001053,Gerardo,Solano Cordero,Masculino,1967-10-04,Limón,Joven,Activo
CLI000278,Manuel,Carmona Calderón,Masculino,1956-02-23,Guanacaste,Empresarial,Inactivo
CLI004687,Kevin,Solano Vega,Masculino,1996-08-30,Heredia,Empresarial,Inactivo
CLI002375,Sofía,Cordero Salazar,Femenino,1979-03-21,Puntarenas,Básico,Activo
CLI003955,Adrián,Campos Espinoza,Masculino,1987-12-30,Guanacaste,Empresarial,Inactivo
CLI007334,Rodrigo,Gómez Ureña,Masculino,1988-09-19,Cartago,Básico,Activo
CLI002568,Roberto,Campos Rodríguez,Masculino,1954-07-15,LIMON,Empresarial,Activo
CLI000875,Andrea,Mora Quesada,Femenino,2006-05-18,Heredia,Básico,Activo
CLI004328,Gabriela,Gómez Navarro,Femenino,1955-09-04,Guanacaste,Premium,Activo
CLI002902,Sergio,Garro Ureña,Masculino,1992-07-19,Cartago,Estándar,Activo
CLI007246,Adrián,Carmona Zúñiga,Masculino,1973-03-28,Alajuela,Estándar,Activo
CLI004575,Alejandra,Monge Villalobos,Femenino,1953-07-24,Cartago,Empresarial,Activo
CLI004975,Marcela,Bolaños Fonseca,Femenino,1997-08-26,San José,Joven,Activo
CLI007485,Mónica,Chacón Vargas,Femenino,1973-11-27,San José,Básico,Activo
CLI002991,Melissa,Vargas Monge,Femenino,1953-05-24,Heredia,Premium,Activo
CLI007166,Laura,Brenes Zúñiga,Femenino,2002-04-12,San José,Básico,Activo
CLI007108,Tatiana,Madrigal Vargas,Femenino,1981-10-07,Alajuela,Empresarial,Activo
CLI001242,Diego,Solano Espinoza,Masculino,1964-10-09,LIMON,Empresarial,Inactivo
CLI006099,Ana,Gómez Espinoza,Femenino,1960-11-08,Puntarenas,Joven,Inactivo
CLI005921,Gerardo,Alvarado Vega,Masculino,1984-05-08,San José,Estándar,Activo
CLI000392,Diego,Espinoza Carmona,Masculino,1993-02-14,San José,Estándar,Activo
CLI005047,Gabriela,Rodríguez Ureña,Femenino,1995-04-09,Cartago,Empresarial,Activo
CLI006517,Sergio,Jiménez Solano,Masculino,1988-07-23,Cartago,Estándar,Activo
CLI007252,Raúl,Hernández Fonseca,Masculino,1969-10-11,Guanacaste,Premium,Activo
CLI000781,Daniel,Villalobos Pérez,Masculino,1964-05-04,Heredia,Estándar,Inactivo
CLI007077,Mauricio,Ureña Madrigal,Masculino,1971-03-01,San José,Básico,Activo
CLI002293,Miguel,Garro Fonseca,Masculino,2004-09-22,Alajuela,Empresarial,Activo
CLI000974,Sergio,González Villalobos,Masculino,1968-01-21,San José,Estándar,Activo
CLI002167,Gerardo,González Cordero,Masculino,1982-09-19,Alajuela,Estándar,Inactivo
CLI002402,Ana,Araya Carmona,Femenino,2008-06-20,Heredia,Premium,Activo
CLI003796,Marcela,Ureña Zúñiga,Femenino,1977-04-09,Hereda,Básico,Activo
CLI005682,Iván,Fonseca Solano,Masculino,1961-09-12,Guanacaste,Premium,Activo
CLI005318,Mónica,Zúñiga Rojas,Femenino,1968-05-01,Limón,Estándar,Activo
CLI003373,Alejandra,Castro Rodríguez,Femenino,1993-10-25,Guanacaste,Joven,Activo
CLI002497,Carlos,Monge Rojas,Masculino,1973-07-11,Limón,Empresarial,Activo
CLI002758,Sergio,Villalobos Carmona,Masculino,1980-01-19,Cartago,Empresarial,Activo
CLI001726,Sofía,Rojas Madrigal,Femenino,1973-03-15,San José,Premium,Inactivo
CLI002617,Eduardo,Garro Quesada,Masculino,1975-03-24,Puntarenas,Premium,Activo
CLI006670,Karla,Sánchez Chacón,Femenino,1968-09-16,Puntarenas,Básico,Activo
CLI003173,Lucía,Mora Villalobos,Femenino,1979-07-16,Heredia,Estándar,Activo
CLI002250,Carolina,Pérez Rojas,Femenino,1967-03-28,Alajuela,Básico,Activo
CLI000917,Ana,Monge Fonseca,Femenino,1966-10-10,San José,Básico,Activo
CLI006140,Juan,Fonseca Ureña,Masculino,1961-07-09,Limón,Premium,Inactivo
CLI001123,Eduardo,Solano Carmona,Masculino,1986-09-04,Guanacaste,Básico,Activo
CLI000726,Andrea,Solano Gómez,Femenino,2006-02-06,Limón,Joven,Activo
CLI001886,Kevin,Alvarado Salazar,Masculino,2005-08-22,Limón,Básico,Activo
CLI003431,Daniela,Hernández Ureña,Femenino,2005-09-15,San José,Joven,Inactivo
CLI004822,Gabriela,Campos Carmona,Femenino,1967-07-30,Puntarenas,Básico,Activo
CLI001577,Patricia,Calderón Chacón,Femenino,1997-05-09,Alajuela,Empresarial,Activo
CLI004393,Paola,Vargas Quesada,Femenino,1990-02-19,Puntarenas,Empresarial,Inactivo
CLI003430,Cristina,Mora Brenes,Femenino,1963-05-27,Guanacaste,Premium,Activo
CLI006552,Gabriela,Alvarado Méndez,Femenino,1960-06-30,San José,Premium,Activo
CLI001900,Kevin,Cordero Araya,Masculino,1996-08-27,Puntarenas,Premium,Activo
CLI004892,Óscar,Castro Calderón,Masculino,1974-07-08,Heredia,Empresarial,Activo
CLI001853,Raúl,Sánchez Rodríguez,Masculino,1953-02-11,Heredia,Premium,Activo
CLI003151,Alejandro,Alvarado Gómez,Masculino,1987-08-19,San José,Premium,Activo
CLI007301,Marco,Rojas González,Masculino,1968-01-29,Cartago,Estándar,Activo
CLI003374,Ricardo,Mora Campos,Masculino,2006-06-17,Guanacaste,Estándar,Activo
CLI002886,Adrián,Jiménez Villalobos,Masculino,1991-07-05,Heredia,Estándar,Activo
CLI006119,Gerardo,Campos Campos,Masculino,1985-11-23,San José,Estándar,Activo
CLI000729,Diego,Salazar Jiménez,Masculino,1956-09-27,Guanacaste,Estándar,Activo
CLI001855,Javier,Méndez Garro,Masculino,1992-01-26,Guanacaste,Empresarial,Activo
CLI006737,Verónica,Zúñiga Hernández,Femenino,1962-07-13,Limón,Básico,Inactivo
CLI007478,Esteban,Gómez Sánchez,Masculino,1988-02-19,San José,Empresarial,Activo
CLI002643,Iván,Vega Fonseca,Masculino,1987-01-26,Guanacaste,Joven,Inactivo
CLI007278,Natalia,Pérez Fonseca,Femenino,1976-10-07,Cartgago,Estándar,Activo
CLI005613,Roberto,González Salazar,Masculino,2001-03-16,Alajuela,Empresarial,Activo
CLI000880,Paola,Solano Madrigal,Femenino,1954-12-14,Alajuela,Básico,Activo
CLI002744,Alejandra,Monge Vega,Femenino,2001-04-03,Alajuela,Joven,Activo
CLI006349,José,Garro Zúñiga,Masculino,1971-01-08,Guanacaste,Joven,Activo
CLI005942,Fabiola,Sánchez Zúñiga,Femenino,1992-05-14,heredia,Empresarial,Activo
CLI000121,Tatiana,Brenes Vargas,Femenino,1999-08-28,ALAJUELA,Estándar,Inactivo
CLI007683,Óscar,Madrigal Jiménez,Masculino,1964-12-13,Limón,Joven,Activo
CLI001395,Ximena,Villalobos González,Femenino,1996-08-26,Hereda,Básico,Activo
CLI004893,Laura,Zúñiga Fonseca,Femenino,1995-05-02,San José,Empresarial,Inactivo
CLI002340,Fabiola,Bolaños Zúñiga,Femenino,1966-09-05,Heredia,Básico,Activo
CLI005785,Luis,Vargas Ureña,Masculino,1970-06-07,Limón,Joven,Activo
CLI004573,Adrián,Solano Garro,Masculino,1987-12-17,Alajuela,Premium,Activo
CLI001343,Silvia,Rojas Fonseca,Femenino,1983-02-23,Puntarenas,Básico,Activo
CLI000731,Sofía,Villalobos Ureña,Femenino,1990-09-29,San José,Joven,Activo
CLI001907,Carolina,Ureña Castro,Femenino,1994-11-14,Cartago,Premium,Activo
CLI001710,Melissa,Navarro Pérez,Femenino,1993-08-30,Limón,Estándar,Activo
CLI004490,Vanessa,Hernández Quesada,Femenino,1971-07-18,Cartago,Empresarial,Activo
CLI005591,Manuel,Campos Carmona,Masculino,1987-06-30,Cartago,Joven,Activo
CLI005707,Gerardo,Fonseca Hernández,Masculino,1970-04-15,Limón,Empresarial,Inactivo
CLI003215,Mauricio,Madrigal Espinoza,Masculino,1981-12-12,Guanacaste,Básico,Activo
CLI007698,Miguel,Quesada Araya,Masculino,1970-10-31,Puntarenas,Básico,Activo
CLI003286,Adriana,González Vargas,Femenino,2004-02-19,Guanacaste,Premium,Activo
CLI005495,Silvia,Hernández Zúñiga,Femenino,1972-03-09,Alajuela,Premium,Activo
CLI000408,Fabiola,Vega Madrigal,Femenino,1966-10-25,Guanacaste,Estándar,Inactivo
CLI004218,Andrea,Gómez Solano,Femenino,2001-01-30,San José,Premium,Activo
CLI004613,Óscar,Gómez Gómez,Masculino,1998-08-24,Puntarenas,Estándar,Activo
CLI003410,Fabiola,Carmona Rodríguez,Femenino,1951-09-04,Alajuela,Empresarial,Activo
CLI001391,Gerardo,González Hernández,Masculino,1989-01-19,Puntarenas,Empresarial,Activo
CLI000189,Pablo,González Salazar,Masculino,1963-03-10,Alajuela,Premium,Activo
CLI007769,Pablo,Navarro Jiménez,Masculino,1975-06-26,Puntarenas,Básico,Activo
CLI000426,Iván,Vega Méndez,Masculino,1962-03-21,Cartago,Premium,Inactivo
CLI003993,Daniel,Ramírez Solano,Masculino,2001-03-21,San José,Joven,Activo
CLI001255,Carlos,Hernández Hernández,Masculino,1960-03-08,Heredia,Premium,Activo
CLI000609,Óscar,Espinoza Sánchez,Masculino,1994-02-02,San José,Empresarial,Inactivo
CLI002808,Esteban,Fonseca Calderón,Masculino,2002-03-16,Limón,Joven,Activo
CLI005801,Yolanda,Vargas Jiménez,Femenino,1992-04-17,Guanacaste,Premium,Activo
CLI007925,Natalia,Bolaños Rodríguez,Femenino,1969-08-14,San José,Básico,Activo
CLI003658,José,Rojas Quesada,Masculino,1967-02-01,Alajuela,Empresarial,Activo
CLI002571,Marco,Solano Navarro,Masculino,1993-02-21,Alajuela,Básico,Activo
CLI006154,Óscar,Pérez Castro,Masculino,2006-10-08,San José,Empresarial,Activo
CLI003232,Natalia,Fonseca Quesada,Femenino,1990-09-28,Guanacaste,Básico,Inactivo
CLI005268,Mauricio,Castro Rodríguez,Masculino,1957-04-21,Guanacaste,Premium,Activo
CLI006561,Kevin,Mora Bolaños,Masculino,1982-09-15,Guanacaste,Estándar,Activo
CLI007230,Javier,Salazar Zúñiga,Masculino,2002-05-31,Guanacaste,Premium,Activo
CLI004773,Carlos,Rojas Bolaños,Masculino,1969-03-24,San José,Empresarial,Activo
CLI006259,María,Rodríguez Solano,Femenino,1977-10-27,Cartago,Premium,Activo
CLI007001,Cristina,Méndez Hernández,Femenino,1958-10-10,San José,Joven,Activo
CLI001497,Fabiola,Jiménez Vega,Femenino,1955-04-04,Heredia,Estándar,Inactivo
CLI007175,Sergio,Cordero Mora,Masculino,1951-09-16,Limón,Estándar,Activo
CLI002765,Óscar,Rojas Ureña,Masculino,1966-03-18,San José,Estándar,Activo
CLI003520,Paola,Ramírez Navarro,Femenino,2003-02-25,Heredia,Estándar,Inactivo
CLI002149,Marco,Sánchez Rodríguez,Masculino,1983-11-24,San José,Premium,Activo
CLI003439,Karla,Monge Gómez,Femenino,1977-11-30,Alajuela,Estándar,Activo
CLI001901,Iván,Sánchez Bolaños,Masculino,1968-11-26,Cartago,Premium,Activo
CLI001746,Andrés,Villalobos Pérez,Masculino,1978-01-21,San José,Joven,Activo
CLI000528,Alejandro,Cordero Araya,Masculino,1964-09-28,Hereda,Estándar,Activo
CLI004214,Eduardo,González Fonseca,Masculino,1973-02-22,Guanacaste,Básico,Activo
CLI003762,Felipe,Araya Vega,Masculino,1959-08-05,Limón,Premium,Activo
CLI003438,Paola,Bolaños Pérez,Femenino,1971-03-13,Guanacaste,Estándar,Activo
CLI004954,Paola,Araya Salazar,Femenino,1954-08-20,Puntarenas,Estándar,Activo
CLI001779,Sergio,Ureña Solano,Masculino,1963-02-28,Heredia,Estándar,Activo
CLI004710,Lucía,Salazar Méndez,Femenino,1994-04-16,Guanacaste,Premium,Inactivo
CLI007305,Marcela,Monge Carmona,Femenino,1990-12-20,San José,Básico,Activo
CLI002132,Rodrigo,Salazar Zúñiga,Masculino,1982-10-13,Cartgago,Premium,Activo
CLI006968,Esteban,Hernández Calderón,Masculino,1988-10-19, Alajuela,Empresarial,Activo
CLI007720,Roberto,Méndez Castro,Masculino,2007-07-29,Limón,Joven,Activo
CLI007864,Vanessa,Solano Mora,Femenino,1974-10-06,Cartago,Joven,Activo
CLI005829,José,Garro Jiménez,Masculino,2000-12-16,Cartago,Estándar,Activo
CLI001099,Mauricio,Rojas Vega,Masculino,1965-04-29,Puntarenas,Estándar,Activo
CLI006461,Valeria,Rodríguez Calderón,Femenino,1999-03-19,Puntarenas,Empresarial,Activo
CLI002165,Fernando,Ramírez Brenes,Masculino,1970-12-04,San José,Empresarial,Activo
CLI006428,Juan,Navarro Hernández,Masculino,2001-01-18,Limón,Básico,Activo
CLI007256,Fernando,Calderón Solano,Masculino,1981-11-11,Heredia,Premium,Activo
CLI000755,Andrés,Gómez Villalobos,Masculino,1959-05-13,Puntarenas,Empresarial,Activo
CLI006836,José,Salazar Rodríguez,Masculino,1977-04-15,Limón,Premium,Activo
CLI006222,Daniela,Chacón Mora,Femenino,1991-12-11,Puntarenas,Empresarial,Activo
CLI006532,Francisco,Rodríguez Castro,Masculino,1996-01-12,Puntarenas,Estándar,Activo
CLI000446,Paola,Navarro Garro,Femenino,1999-04-12,Guanacaste,Empresarial,Activo
CLI000827,Javier,Villalobos Brenes,Masculino,1973-01-19,Heredia,Básico,Activo
CLI006985,Natalia,Bolaños Zúñiga,Femenino,1951-10-09,Limón,Básico,Activo
CLI002359,Marcela,Campos Brenes,Femenino,1991-11-04,Guanacaste,Básico,Activo
CLI001540,Karla,Brenes Quesada,Femenino,1963-12-06,Cartago,Joven,Activo
CLI002308,Juan,Campos González,Masculino,1991-03-15,San José,Joven,Activo
CLI002189,Ximena,Navarro González,Femenino,1985-06-05,San José,Estándar,Activo
CLI006155,José,Araya Pérez,Masculino,1988-02-17,San José,Joven,Activo
CLI007300,Luis,Rojas Monge,Masculino,1951-08-04,Cartago,Joven,Activo
CLI007847,Natalia,Campos Solano,Femenino,1986-05-19,Heredia,Estándar,Activo
CLI004966,Gabriela,Vega Fonseca,Femenino,1958-05-14,Heredia,Empresarial,Activo
CLI005753,Lucía,Chacón Campos,Femenino,1954-08-09,Alajuela,Premium,Activo
CLI003183,Fabiola,Campos Araya,Femenino,1994-05-06,Cartago,Básico,Activo
CLI002305,Silvia,Ureña Monge,Femenino,2002-02-28,Heredia,Premium,Inactivo
CLI000339,Eduardo,Araya Jiménez,Masculino,1980-06-30,San José,Joven,Activo
CLI004689,Vanessa,Campos Pérez,Femenino,1984-11-06,Guanacaste,Premium,Inactivo
CLI004804,Mauricio,Calderón Villalobos,Masculino,1978-09-05,Puntarenas,Empresarial,Inactivo
CLI001743,José,Chacón Campos,Masculino,1959-11-12,Limón,Joven,Activo
CLI000444,Diego,Villalobos Castro,Masculino,1966-07-01,Limón,Estándar,Activo
CLI007773,Mónica,Méndez Ureña,Femenino,1967-12-07,Puntarenas,Joven,Inactivo
CLI006870,Esteban,Villalobos Quesada,Masculino,2006-11-27,Alajuela,Premium,Activo
CLI007061,José,Navarro Garro,Masculino,1952-05-30,Alajuela,Premium,Inactivo
CLI005504,Natalia,Monge Chacón,Femenino,1967-06-13,San José,Básico,Inactivo
CLI007341,Rodrigo,Alvarado Carmona,Masculino,1979-07-17,Guanacaste,Joven,Activo
CLI006291,Kevin,Castro Brenes,Masculino,2000-06-05,Guanacaste,Empresarial,Activo
CLI006134,Melissa,Araya Cordero,Femenino,1995-06-14,Heredia,Básico,Activo
CLI007992,Gerardo,Gómez Cordero,Masculino,2003-10-23,Cartgago,Básico,Activo
CLI004994,Verónica,Campos Espinoza,Femenino,1953-05-03,Hereda,Básico,Inactivo
CLI007794,Alejandra,Sánchez Campos,Femenino,1985-08-09,Guanacaste,Estándar,Activo
CLI006118,Rodrigo,Espinoza Sánchez,Masculino,1951-11-04,San José,Joven,Activo
CLI005320,Laura,Rodríguez Alvarado,Femenino,1980-07-27,Cartago,Estándar,Activo
CLI007095,Diego,Ramírez Gómez,Masculino,1999-06-13,Alajuela,Joven,Activo
CLI001759,Manuel,Zúñiga Vega,Masculino,1987-04-17,Limón,Empresarial,Activo
CLI007370,Daniela,Espinoza Vargas,Femenino,1988-03-13,Alajuela,Básico,Activo
CLI005891,Tatiana,Quesada Salazar,Femenino,1979-01-19,Limón,Básico,Activo
CLI005453,Cristina,Vargas Salazar,Femenino,1997-03-19,Puntarenas,Estándar,Inactivo
CLI006742,Daniel,Méndez Fonseca,Masculino,1997-11-15,Heredia,Joven,Activo
CLI003968,Manuel,Vargas Méndez,Masculino,1990-10-07,Limón,Empresarial,Activo
CLI007277,Paola,Salazar Quesada,Femenino,2004-11-11,Limón,Estándar,Activo
CLI000490,Mauricio,Bolaños Navarro,Masculino,1990-01-12,Puntarenas,Básico,Activo
CLI002890,Mónica,Zúñiga Ureña,Femenino,1953-03-26,Guanacaste,Empresarial,Activo
CLI005521,Javier,Hernández Ramírez,Masculino,2008-04-17,Guanacaste,Básico,Activo
CLI004945,Mauricio,Salazar Ramírez,Masculino,1956-01-30,Cartgago,Estándar,Inactivo
CLI005200,Daniela,Cordero Monge,Femenino,2000-11-07,Cartago,Estándar,Activo
CLI004240,Víctor,Vargas Vargas,Masculino,1963-04-05,Alajuela,Premium,Activo
CLI002999,Mauricio,Ramírez Alvarado,Masculino,1995-02-13,Cartago,Premium,Activo
CLI000129,Manuel,Espinoza Rojas,Masculino,1988-01-18,Limón,Estándar,Activo
CLI007360,Daniel,Quesada Vega,Masculino,1976-12-24,Heredia,Premium,Activo
CLI003311,Fabiola,Mora Brenes,Femenino,1965-04-13,San José,Empresarial,Activo
CLI004395,Ricardo,Carmona Rodríguez,Masculino,2006-12-05,HEREDIA,Estándar,Inactivo
CLI004581,Yolanda,Araya Hernández,Femenino,1958-04-18,Limón,Joven,Activo
CLI003238,Manuel,Sánchez Quesada,Masculino,1966-05-17,Heredia,Estándar,Activo
CLI005740,Ricardo,Madrigal González,Masculino,1977-09-16,Alajuela,Estándar,Activo
CLI007850,Ricardo,Bolaños Cordero,Masculino,1959-03-15,Puntarenas,Joven,Activo
CLI005980,Cristina,Rodríguez Pérez,Femenino,1953-02-18,Limón,Básico,Activo
CLI005329,Sofía,Monge Calderón,Femenino,1968-01-07,Limón,Estándar,Inactivo
CLI002346,Gabriela,Mora Monge,Femenino,1957-08-08,Limón,Joven,Activo
CLI007711,Sofía,Rojas Monge,Femenino,1984-05-25,Heredia,Empresarial,Activo
CLI005989,Ximena,Méndez Méndez,Femenino,1988-09-14,Guanacaste,Joven,Activo
CLI003081,Francisco,González Jiménez,Masculino,1964-02-17,Puntarenas,Joven,Activo
CLI002249,José,Rojas Villalobos,Masculino,1972-06-04,San José,Joven,Activo
CLI004135,Roberto,González Vega,Masculino,1972-11-12,San José,Empresarial,Activo
CLI004391,Gerardo,Rojas Vargas,Masculino,1971-01-25,SAN JOSE,Básico,Activo
CLI001788,Cristina,Solano González,Femenino,1964-03-23, Alajuela,Empresarial,Activo
CLI006110,Verónica,Navarro Bolaños,Femenino,1963-07-19,Alajuela,Joven,Activo
CLI000341,Melissa,Rodríguez Solano,Femenino,1988-04-18,Guanacaste,Básico,Activo
CLI002691,Juan,Castro Araya,Masculino,2000-05-31,Puntarenas,Básico,Inactivo
CLI001399,Víctor,Salazar Madrigal,Masculino,1999-05-19,Cartgago,Estándar,Activo
CLI000715,Paola,Vargas Alvarado,Femenino,1952-04-26,Puntarenas,Estándar,Activo
CLI006264,Mauricio,Ramírez Campos,Masculino,2005-10-19,Limón,Joven,Activo
CLI003127,Francisco,Espinoza Quesada,Masculino,1995-01-26,Hereda,Premium,Inactivo
CLI006666,Tatiana,Monge Sánchez,Femenino,1998-04-02,Guanacaste,Joven,Activo
CLI006656,Yolanda,Cordero Alvarado,Femenino,1989-01-01,Puntarenas,Joven,Activo
CLI004322,Alejandra,Cordero Bolaños,Femenino,1999-01-16,Cartago,Estándar,Activo
CLI000005,Javier,Quesada Vargas,Masculino,1951-08-10,Alajuela,Básico,Activo
CLI003707,Rebeca,Brenes Mora,Femenino,1975-08-14,Cartago,Estándar,Activo
CLI001829,Cristina,Hernández Gómez,Femenino,1982-01-18,Cartago,Premium,Activo
CLI007896,Alejandro,Cordero Pérez,Masculino,1998-08-25,Cartago,Básico,Activo
CLI004706,Mónica,Gómez Brenes,Femenino,2006-08-23,Alajuela,Básico,Activo
CLI001906,Laura,Alvarado Monge,Femenino,1977-11-30,Puntarenas,Empresarial,Activo
CLI002458,Natalia,Bolaños Vargas,Femenino,1991-06-30,Limón,Premium,Activo
CLI007410,Paola,Garro Araya,Femenino,2005-04-06,Guanacaste,Premium,Activo
CLI004494,Manuel,Rodríguez Fonseca,Masculino,1987-04-27,Heredia,Estándar,Inactivo
CLI007055,José,Vargas Bolaños,Masculino,1961-08-24,Heredia,Joven,Activo
CLI002841,Mauricio,Brenes Pérez,Masculino,1988-03-04,Guanacaste,Básico,Activo
CLI004886,Óscar,Rojas Garro,Masculino,1986-06-10,Alajuela,Básico,Activo
CLI004257,Ricardo,Solano Gómez,Masculino,1959-09-16,Guanacaste,Joven,Activo
CLI003911,Andrea,Mora Brenes,Femenino,2006-03-06,Cartago,Joven,Inactivo
CLI001990,Marcela,Monge Araya,Femenino,1967-04-11,Guanacaste,Premium,Activo
CLI007911,José,Vega Gómez,Masculino,1996-03-22,Alajuela,Básico,Activo
CLI007236,Juan,Madrigal Villalobos,Masculino,1979-06-24,Guanacaste,Estándar,Inactivo
CLI001553,Patricia,Brenes Araya,Femenino,1998-12-31,Limón,Joven,Activo
CLI002126,Melissa,Rojas Vargas,Femenino,1963-01-25,Cartgago,Empresarial,Activo
CLI006027,Marcela,Ureña Mora,Femenino,1980-09-05,Alajuela,Estándar,Inactivo
CLI005899,Laura,González Vargas,Femenino,1986-05-08,Heredia,Empresarial,Activo
CLI000414,Sofía,Espinoza Navarro,Femenino,1979-07-22,Hereda,Empresarial,Activo
CLI007746,Laura,Jiménez Chacón,Femenino,2005-12-20,Heredia,Empresarial,Activo
